FILE_INFO
ListSeparator=comma
DecimalSeparator=period

SESSION_INFO
StartTime,02/10/2017 16:13:52

DEVICE_INFO
ModelName,3DM-GX3-35
ModelNumber,6225-4220
SerialNumber,6225-01353
DeviceOptions,GPS
FirmwareVersion,1.1.19

DATA_START
GPS TFlags,GPS Week,GPS TOW,Roll [x800C],Pitch [x800C],Yaw [x800C],M11 [x8009],M12 [x8009],M13 [x8009],M21 [x8009],M22 [x8009],M23 [x8009],M31 [x8009],M32 [x8009],M33 [x8009],X Accel [x8004],Y Accel [x8004],Z Accel [x8004],X Gyro [x8005],Y Gyro [x8005],Z Gyro [x8005],X Mag [x8006],Y Mag [x8006],Z Mag [x8006],Lat [x8103],Long [x8103],Height [x8103],MSL Height [x8103],Horz Acc [x8103],Vert Acc [x8103],Flags [x8103],UTC Year [x8108],UTC Month [x8108],UTC Day [x8108],UTC Hour [x8108],UTC Minute [x8108],UTC Second [x8108],UTC Millesecond [x8108],Flags [x8108],SVI Channel [x810C],SVI ID [x810C],SVI CNR [x810C],SVI Azimuth [x810C],SVI Elev [x810C],SVI Flags [x810C],[x810C],HW Sensor Stat [x810D],HW Ant Stat [x810D],HW Ant Pwr [x810D],Flags [x810D],GPS Fix [x810B],GPS SVs Used [x810B],GPS Fix Flags [x810B]
7,1969,137650.403104,0.01198326,-0.01554664,-0.03875092,0.99912858,-0.03873654,0.01554601,0.0385523,0.99918479,0.01198153,-0.01599746,-0.01137175,0.99980736,-0.01907283,-0.0102697,-1.00403643,-0.00392966,-0.00071139,0.00016369,0.12043242,0.01065789,0.58465654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.413104,0.01198326,-0.01554664,-0.03875092,0.99912858,-0.03873654,0.01554601,0.0385523,0.99918479,0.01198153,-0.01599746,-0.01137175,0.99980736,-0.02034909,-0.01009311,-1.00502646,-0.00059153,0.00160223,0.0000531,0.12014784,0.01104087,0.5845089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.423104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01757312,-0.01050351,-1.00525475,0.00206273,0.00206611,0.00091114,0.12036455,0.01093149,0.58411157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.433104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01890679,-0.01104926,-1.00512362,-0.00040941,0.00112962,-0.00175685,0.12021429,0.01109092,0.58425802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.443104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.017645,-0.01024396,-1.0049063,0.00100095,0.00315501,-0.00130667,0.12018236,0.01101799,0.58454919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.453104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01788765,-0.01029221,-1.00607646,0.00307133,-0.00171777,0.00222356,0.1200356,0.01091909,0.5840199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.463104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01720484,-0.01029619,-1.00508571,0.00279172,-0.00065374,0.00373815,0.12012601,0.01074648,0.58345824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.473104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01767015,-0.01005089,-1.00384831,0.00217155,0.00321136,0.00545521,0.12018508,0.01066546,0.58360219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.483104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01881208,-0.0091663,-1.00335062,0.00079575,0.00141105,0.00117606,0.12066053,0.01087578,0.58354282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.493104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01750247,-0.0105054,-1.00427318,0.00234101,0.00484084,-0.00338265,0.12065233,0.01082567,0.5838818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.503104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01893813,-0.00964874,-1.00363147,0.00073718,0.00690029,0.00277921,0.12092162,0.01110561,0.58349687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.513104,0.01186576,-0.01554653,-0.03885822,0.99912435,-0.03884375,0.0155459,0.03866139,0.99918187,0.01186405,-0.01599403,-0.01125263,0.99980879,-0.01698811,-0.00898875,-1.00145006,0.00050103,0.00420933,0.00148391,0.12068294,0.01017636,0.58310652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.523104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.0200249,-0.00864551,-1.00148189,0.00090847,0.00385345,0.00398622,0.12090176,0.00961522,0.58291197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.533104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01810696,-0.00887914,-1.00412679,-0.00236024,-0.00090824,0.00051816,0.12118249,0.00974662,0.58286828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.543104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01872566,-0.00974277,-1.00429571,-0.00368034,0.00207712,0.0009904,0.12066332,0.00981111,0.58276969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.553104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01853024,-0.00848746,-1.00270736,-0.0014052,-0.00242706,0.00106318,0.12083157,0.00958624,0.58275461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.563104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.02008232,-0.00893645,-1.0027715,-0.00286777,-0.00260159,0.00137729,0.12059504,0.01016144,0.58325386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.573104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01927855,-0.00850951,-1.00353193,-0.00409958,0.00217759,-0.00227742,0.1204468,0.01043051,0.58397597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.583104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.02022288,-0.00840493,-1.00365162,-0.00497365,0.00168996,0.00340865,0.12074715,0.01062372,0.583938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.593104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01919447,-0.00907264,-1.00322139,0.00184742,0.00056934,0.00098225,0.1205943,0.01056864,0.58393949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.603104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.02014975,-0.0093763,-1.00353193,0.00410657,-0.00168814,0.00308139,0.11983201,0.01031284,0.58413613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.613104,0.0119162,-0.01548108,-0.03877166,0.99912876,-0.0387573,0.01548046,0.03857487,0.99918473,0.01191449,-0.01592961,-0.01130695,0.99980915,-0.01887479,-0.00981945,-1.0036,-0.00025156,-0.00119986,0.00326842,0.12034913,0.01061331,0.58384097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.623104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.02134913,-0.00943824,-1.00341642,0.0046042,0.00589392,0.00183281,0.12051158,0.01054004,0.58355671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.633104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.01962873,-0.00945174,-1.00365436,0.00019257,0.00365579,-0.00091531,0.1202271,0.01101845,0.58345473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.643104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.01989136,-0.00948169,-1.00281656,0.00321456,0.00425607,0.00294313,0.12012274,0.01059671,0.58376384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.653104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.01943079,-0.0097719,-1.00232029,-0.00042153,0.00363781,0.00166696,0.12024757,0.01083602,0.58386153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.663104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.02132518,-0.01040145,-1.00350344,0.00068114,0.00190888,-0.00096785,0.12042106,0.01098869,0.58455455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.673104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.01986327,-0.01003559,-1.00313354,0.00130953,-0.00012992,0.00103687,0.12006172,0.01112983,0.58449227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.683104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.02099136,-0.01147505,-1.00383306,0.00023986,0.00196218,0.00014786,0.12043181,0.01068786,0.58361518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.693104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.01963304,-0.01060566,-1.00286567,0.00150045,0.00026843,-0.00089885,0.12063402,0.01078939,0.58385307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.703104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.0213222,-0.01075597,-1.00226569,0.00324615,-0.00318427,0.0039347,0.12036007,0.01070128,0.58361351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.713104,0.01175384,-0.01565394,-0.03895602,0.99911892,-0.03894139,0.0156533,0.03875963,0.99917948,0.01175212,-0.0160981,-0.01113505,0.99980843,-0.0211365,-0.01005183,-1.00215828,0.00098058,-0.0020737,-0.00302504,0.12061691,0.01085741,0.5832625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.723104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.02116182,-0.01033492,-1.00321591,-0.00057602,0.00005768,-0.00108471,0.12053207,0.01102685,0.58405477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.733104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.01935909,-0.01051565,-1.00481856,0.00154608,0.00085368,-0.00133073,0.1207014,0.01110184,0.58408558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.743104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.02009185,-0.01002238,-1.0029068,0.00791475,0.00623673,0.00254178,0.12029762,0.0110179,0.58374763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.753104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.0209826,-0.01014821,-1.00218487,0.00263203,0.00618714,-0.00102115,0.11977961,0.01080928,0.58382905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.763104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.02000513,-0.0116571,-1.00498712,0.00182222,0.00148617,-0.0028063,0.1202822,0.00997884,0.58327013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.773104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.02045064,-0.01116653,-1.00395536,0.00211774,0.0002126,0.00234978,0.12094583,0.00962424,0.58267295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.783104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.01864408,-0.01116669,-1.00276458,0.00073979,-0.00049657,0.00387974,0.12080067,0.00946279,0.58265311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.793104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.01908249,-0.01006945,-1.00256526,0.00244888,0.00185453,0.00168422,0.12064145,0.00980246,0.58324671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.803104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.01901196,-0.01069429,-1.00391483,0.00040027,0.00478885,0.00158174,0.12075767,0.01006811,0.58364755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.813104,0.011749,-0.01573483,-0.03924074,0.99910659,-0.03922582,0.01573418,0.03904326,0.99916852,0.01174728,-0.01618189,-0.01112247,0.99980724,-0.02023057,-0.01112347,-1.00396597,0.00345455,0.00077569,-0.00045173,0.12060981,0.01068119,0.58393252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.823104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.01832327,-0.01086934,-1.00280952,0.00220846,0.00255478,0.00301734,0.12060048,0.01110755,0.58437407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.833104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.02041832,-0.01080343,-1.00219464,0.00148544,0.00004075,-0.00255167,0.12063374,0.01080501,0.5842216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.843104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.01747403,-0.00993589,-1.00348651,0.00419983,0.00017753,-0.00003866,0.12033188,0.01065575,0.5842461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.853104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.01971587,-0.01086683,-1.00322831,0.00480721,0.00091259,0.00051716,0.12057039,0.01105622,0.58378708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.863104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.01922657,-0.01075633,-1.00287163,0.00257086,0.0018431,0.00173085,0.12045432,0.01076346,0.58404559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.873104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.02074517,-0.01008691,-1.0026834,0.00331462,0.00474515,0.00230234,0.12036037,0.01046937,0.58417749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.883104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.01935597,-0.01093343,-1.00443172,-0.00106199,0.00296001,0.00537228,0.12053688,0.01107733,0.58434975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.893104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.02039062,-0.0109448,-1.00431824,-0.00394885,-0.0005512,0.00036698,0.12103304,0.01118814,0.58454651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.903104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.0185576,-0.01091787,-1.00383949,-0.00407901,-0.00149426,-0.00414743,0.1209785,0.0109254,0.58431858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.913104,0.01196501,-0.0156156,-0.03933876,0.99910456,-0.03932382,0.01561497,0.03913911,0.9991622,0.01196327,-0.01607233,-0.01134139,0.99980652,-0.0194844,-0.01066625,-1.00394142,0.00066043,0.00419977,-0.00562741,0.12102214,0.01116408,0.58403367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.923104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01956815,-0.01084031,-1.00342882,0.00447594,0.00290443,-0.0027533,0.12051194,0.01127445,0.58417553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.933104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01931198,-0.01030749,-1.00303447,-0.00048074,0.0047553,-0.00265641,0.12028053,0.01110583,0.58444494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.943104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01907653,-0.01039577,-1.00272322,-0.00336364,0.00144395,0.00015721,0.1207049,0.01107295,0.58481389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.953104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01831393,-0.01109413,-1.00423145,-0.0039514,0.0017561,0.00284404,0.12061298,0.01123774,0.5847128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.963104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.02023856,-0.01024934,-1.00414479,-0.00529984,0.00214536,0.00092603,0.12119808,0.01141152,0.58459264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.973104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.018798,-0.01054384,-1.00420666,-0.00107539,-0.00109815,-0.00239452,0.12072638,0.01092601,0.58484453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.983104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01837079,-0.01011449,-1.00433481,0.00076812,0.00141375,-0.00134761,0.12071212,0.01039405,0.58453155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137650.993104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01897593,-0.00950762,-1.00465465,-0.00506665,0.00355014,-0.00319264,0.12070443,0.01042919,0.58421457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.003104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.01919391,-0.00908795,-1.00357664,-0.00223519,0.00041852,0.0005465,0.12064213,0.01056835,0.58413815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.013104,0.01207063,-0.01560532,-0.03963923,0.99909276,-0.03962402,0.01560468,0.03943775,0.99914914,0.01206887,-0.01606962,-0.01144251,0.99980533,-0.0194276,-0.00946079,-1.00251782,-0.00024464,0.00009602,0.00002515,0.12067373,0.00999923,0.58361489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.023104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.01857173,-0.00951631,-1.00284314,-0.00018799,0.00023706,0.00024438,0.12077877,0.00980919,0.58357441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.033104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.01972795,-0.00880646,-1.00414646,-0.00057074,0.00340302,0.00216901,0.12110813,0.01020483,0.58367425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.043104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.01884348,-0.00796767,-1.00275946,-0.0008842,0.00528878,0.00212381,0.12056284,0.00988423,0.58306491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.053104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.02042328,-0.00871154,-1.00270808,-0.0000123,0.00627535,0.00316425,0.12045845,0.00944977,0.58263367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.063104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.02025331,-0.00994073,-1.00348222,-0.00188837,0.0017358,0.0029906,0.1208373,0.01029944,0.58372521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.073104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.02038051,-0.01045736,-1.00333428,-0.00139169,0.00178615,0.00026641,0.12069017,0.01112873,0.58455062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1969,137651.083104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.0197722,-0.010065,-1.00393546,0.00157129,-0.00195686,-0.00302958,0.1208277,0.01095083,0.58412296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.093104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.02038694,-0.00937926,-1.00337195,-0.00006477,0.00171005,-0.0052238,0.12104441,0.01107697,0.58443475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.103104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.01969754,-0.00885762,-1.00332904,0.00219626,0.0048587,-0.00398117,0.12108438,0.01060511,0.58422381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.113104,0.01183421,-0.01557281,-0.0396858,0.99909151,-0.03967058,0.01557218,0.03948848,0.99914992,0.0118325,-0.01602834,-0.01120682,0.99980879,-0.02020817,-0.00936237,-1.00289536,0.00092293,0.00160632,-0.0016944,0.12101825,0.01085309,0.58463848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.123104,0.01176406,-0.01547179,-0.03995197,0.99908245,-0.03993656,0.01547117,0.03975672,0.99914008,0.01176238,-0.01592762,-0.0111365,0.99981117,-0.01946724,-0.01045543,-1.00344515,-0.00233086,0.00343682,-0.00039356,0.12044691,0.01060641,0.58384758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.133104,0.01176406,-0.01547179,-0.03995197,0.99908245,-0.03993656,0.01547117,0.03975672,0.99914008,0.01176238,-0.01592762,-0.0111365,0.99981117,-0.02002448,-0.00997818,-1.00394821,-0.00102104,0.00132827,-0.00178548,0.11985742,0.01076237,0.58402979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1969,137651.143104,0.01176406,-0.01547179,-0.03995197,0.99908245,-0.03993656,0.01547117,0.03975672,0.99914008,0.01176238,-0.01592762,-0.0111365,0.99981117,-0.02043793,-0.01065946,-1.00420928,-0.00257273,-0.00013445,-0.00341178,0.11979664,0.01082184,0.5847742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
