# time [s],                    x_linear_position [m],                    y_linear_position [m],                    z_linear_position [m],                    x_orientation,                    y_orientation,                    z_orientation,                    w_orientation
1.536097425564533949e+09,6.254889867072082125e+05,5.041729490652231500e+06,2.445801406604120132e+01,-1.449531916657597133e-02,1.325605554042685527e-02,4.740185304090430152e-01,8.802957432264563176e-01
1.536097426053838968e+09,6.254890904218606884e+05,5.041729612862248905e+06,2.445262740441103233e+01,-1.394623694525570778e-02,1.383256163183706894e-02,4.379569036574837426e-01,8.987813489678774248e-01
1.536097426466664791e+09,6.254892000664076768e+05,5.041729723068242893e+06,2.445966527228981136e+01,-6.839849277635787900e-03,3.931543628178265498e-03,4.008619921795262275e-01,9.161044823885650112e-01
1.536097426909770250e+09,6.254895663030360593e+05,5.041729777664576657e+06,2.446152032516403452e+01,-6.458263580050391944e-03,4.531159340791121766e-03,3.167880871618529159e-01,9.484635297463437364e-01
1.536097427371078968e+09,6.254896805162141100e+05,5.041729848563478328e+06,2.445852028035880465e+01,-1.209251685383123942e-02,-9.396708712731667665e-04,2.768751855595715239e-01,9.608293395167252227e-01
1.536097427837311745e+09,6.254898038933533244e+05,5.041729914716226049e+06,2.445783374819338363e+01,-1.212116601575875634e-02,-4.350627827415741965e-04,2.366052175189196638e-01,9.715301637610734842e-01
1.536097428253297091e+09,6.254898956153371837e+05,5.041729959876593202e+06,2.445587038566212001e+01,-2.008687335560633766e-02,3.043590759085040582e-03,2.011117006488478409e-01,9.793576149375750051e-01
1.536097428701187849e+09,6.254901173240964999e+05,5.041729979228815064e+06,2.445061296684234264e+01,-1.989718088357128600e-02,4.104646001715722171e-03,1.488868806199079853e-01,9.886455132419104119e-01
1.536097429138623714e+09,6.254902345209287014e+05,5.041730006780724972e+06,2.444955228504135292e+01,-1.622742405978183991e-02,3.993427894090983456e-03,1.095604434883674927e-01,9.938396412221998100e-01
1.536097429574719429e+09,6.254903776699508308e+05,5.041730032660659403e+06,2.444973409000392195e+01,-1.607565411546460835e-02,4.566191270767822920e-03,7.425926584033666622e-02,9.970989342481982876e-01
1.536097430020636082e+09,6.254905960934872273e+05,5.041730042269822210e+06,2.445081986828039788e+01,-1.587284586856069907e-02,5.227764531250981769e-03,3.291847455484401413e-02,9.993183162911708495e-01
1.536097430479087830e+09,6.254907873319723876e+05,5.041730047374824993e+06,2.444878889186153970e+01,-1.962560225730519692e-02,6.867560637700173901e-03,3.979777615632301528e-03,9.997758917462731265e-01
1.536097430935690880e+09,6.254911034870831063e+05,5.041729982071035542e+06,2.444426954175714783e+01,-1.945139952013558160e-02,7.346476011156708591e-03,-2.052361165733190829e-02,9.995731357491881575e-01
1.536097431400195599e+09,6.254912021559230052e+05,5.041729991764537059e+06,2.444848239633097720e+01,-1.287569754570376535e-02,-4.931191963939071492e-03,-2.411445499581648527e-02,9.996141219584590010e-01
1.536097431855405092e+09,6.254913926919309888e+05,5.041729988403558731e+06,2.444428126620264408e+01,-1.286672468277981485e-02,-4.954557236646268611e-03,-2.229980456994572202e-02,9.996562501553564184e-01
1.536097432322541237e+09,6.254915595875516301e+05,5.041729986094868742e+06,2.443643860730051287e+01,-6.086223607457539111e-03,7.628300348054087472e-03,-2.142235772905155128e-02,9.997228863566786083e-01
1.536097432754678488e+09,6.254918814567576628e+05,5.041729846862049773e+06,2.442940659881917398e+01,-5.939963016413539292e-03,7.742733584706043906e-03,-4.044215976252965583e-02,9.991342245312897496e-01
1.536097433206223249e+09,6.254920615420269314e+05,5.041729829074218869e+06,2.442085972404262861e+01,-9.261580653799225639e-04,7.585431131936300544e-03,-3.817458931537363181e-02,9.992418647136352972e-01
1.536097433640806198e+09,6.254919578801899916e+05,5.041729724181398749e+06,2.442933605571194278e+01,-7.606172395613906888e-04,7.603814544970092029e-03,-5.994351936214380866e-02,9.981725191329707814e-01
1.536097434111420870e+09,6.254923756997757591e+05,5.041729808710065670e+06,2.442929647489746614e+01,9.034228173684918928e-03,-1.548056607907572109e-02,-3.408897650098322019e-02,9.992580630028924382e-01
1.536097434555444002e+09,6.254925387725334149e+05,5.041729802857102826e+06,2.443575782850508205e+01,9.036880393980803450e-03,-1.547901797814440171e-02,-3.391776875888488640e-02,9.992638889490584875e-01
1.536097435007629156e+09,6.254928062322580954e+05,5.041729784771775827e+06,2.443822411392230265e+01,9.002223777617984063e-03,-1.549919907222697783e-02,-3.615351698115878282e-02,9.991854972952072256e-01
1.536097435482325315e+09,6.254929368724356173e+05,5.041729757081734948e+06,2.443802149087413511e+01,1.932349951955170467e-02,-1.565434941970197252e-02,-3.819219053851177770e-02,9.989609102925066653e-01
1.536097435924589634e+09,6.254930854074899107e+05,5.041729775490822271e+06,2.443899979616065465e+01,1.926132193159198550e-02,-1.573079040874336004e-02,-4.214998915869296731e-02,9.988017431525065826e-01
1.536097436374439716e+09,6.254932645994959166e+05,5.041729760012861341e+06,2.444356796556822786e+01,2.713774059597850313e-02,-2.070204261692859884e-02,-5.610903117286761971e-02,9.978410419940013654e-01
1.536097436813996553e+09,6.254933173882859992e+05,5.041729693905989639e+06,2.444344117300161656e+01,2.685543987307304967e-02,-2.106696186903809359e-02,-6.959134108954541376e-02,9.969914812636015977e-01
1.536097437261732340e+09,6.254936446207973640e+05,5.041729716521708295e+06,2.444857800708744122e+01,4.788805792647096715e-02,-1.694770532432340882e-02,-6.457022716247651228e-02,9.966193831932312897e-01
1.536097437750157833e+09,6.254937722030071309e+05,5.041729711202762090e+06,2.444999348380090609e+01,4.819183483087875058e-02,-1.606355699595948469e-02,-4.621862346108306790e-02,9.976388865905504444e-01
1.536097438151001453e+09,6.254938498054135125e+05,5.041729690919240937e+06,2.442916878732816244e+01,3.185244420014964745e-02,2.688990404048429567e-02,2.874970865048793144e-03,9.991266633423886434e-01
1.536097438616123199e+09,6.254939560586810112e+05,5.041729672401554883e+06,2.443051676208623135e+01,3.022497311536940026e-02,2.870707475528109717e-02,6.131414480359601710e-02,9.972476776138279320e-01
1.536097439057410479e+09,6.254940667372223688e+05,5.041729698070166633e+06,2.443500854270465439e+01,2.941911362537674712e-02,2.953237027953011309e-02,8.888322973686940687e-02,9.951693957968729132e-01
1.536097439508118868e+09,6.254940863814059412e+05,5.041729781042642891e+06,2.444226784933694674e+01,2.657629371679929350e-03,1.257819931350427287e-02,1.445993653275997048e-01,9.894067664287564678e-01
1.536097439944691181e+09,6.254942410073126666e+05,5.041729779002896510e+06,2.444831655352636801e+01,2.022283058173393339e-03,1.269584432324531373e-02,1.941293055646805266e-01,9.808917058621342555e-01
1.536097440414424419e+09,6.254943585650600726e+05,5.041729838137191720e+06,2.445432006418666049e+01,5.314796179325473845e-03,4.295578468754253712e-03,2.377947289234684791e-01,9.712913918301784300e-01
1.536097440862965822e+09,6.254944990026209271e+05,5.041729830229000188e+06,2.445932861218205545e+01,5.196372005825686605e-03,4.438104413605981936e-03,2.640428682253114223e-01,9.644867363974175545e-01
1.536097441293058634e+09,6.254946047521886649e+05,5.041729903344575316e+06,2.447064286804700828e+01,-1.570172122973252996e-03,-5.957146653342157254e-03,3.019181841763302621e-01,9.533139341407542711e-01
1.536097441741631746e+09,6.254947145522949286e+05,5.041729968363785185e+06,2.447775349036534109e+01,-1.429113178846383317e-03,-5.992551398797973418e-03,3.243375059707118702e-01,9.459213652222646651e-01
1.536097442187406540e+09,6.254948009201039094e+05,5.041730077925256453e+06,2.449269501858530163e+01,-7.126038588224866722e-03,-1.216430569886616658e-02,3.521837981118867700e-01,9.358246745990349558e-01
1.536097442661629915e+09,6.254951134203622350e+05,5.041730099202135578e+06,2.448978147211160206e+01,-6.867203138741159729e-03,-1.231228167918527183e-02,3.718951773686078877e-01,9.281676714316630106e-01
1.536097443085333347e+09,6.254952271787953796e+05,5.041730195681525394e+06,2.448084171931225583e+01,-7.403743826007468977e-03,-5.934163693042258242e-03,3.940993170120710709e-01,9.190188782659701738e-01
1.536097443545433283e+09,6.254953266524987994e+05,5.041730298818919808e+06,2.447386545126638069e+01,-7.253617991076141691e-03,-6.116759551960598146e-03,4.168710384620500919e-01,9.089161169052923928e-01
1.536097444041042328e+09,6.254954116339806933e+05,5.041730408061474562e+06,2.447030713164560822e+01,-7.111176571435095725e-03,-6.281790281984683637e-03,4.376425191720973440e-01,8.990989910412108266e-01
1.536097444480518341e+09,6.254955048907434102e+05,5.041730525901467539e+06,2.446814282155485998e+01,-6.628691067731437569e-03,-1.050264749681436953e-02,4.613241518955822906e-01,8.871447355015458225e-01
1.536097444944948673e+09,6.254956990560084814e+05,5.041730620672116987e+06,2.446573352588838546e+01,-6.403411307505673181e-03,-1.064149770195305794e-02,4.801214033299435746e-01,8.771141276451839275e-01
1.536097445395319700e+09,6.254957617203930859e+05,5.041730744140377268e+06,2.447123857195938257e+01,-4.722485733105084675e-03,-1.089113440446043413e-02,4.999975963710929228e-01,8.659454283862316748e-01
1.536097445823019028e+09,6.254958426348262001e+05,5.041730871580403298e+06,2.447507588706348614e+01,-4.447189053729714084e-03,-1.100641583967230941e-02,5.216095107283519328e-01,8.531017522181127966e-01
1.536097446270389318e+09,6.254959083148998907e+05,5.041731008223570883e+06,2.448073203517335372e+01,-2.495540640299977620e-03,-1.904727378239806992e-02,5.408619961967954248e-01,8.408919518632512746e-01
1.536097446714552641e+09,6.254959808791136602e+05,5.041731158103898168e+06,2.447455321624702407e+01,-2.030649390413377664e-03,-1.910242981094896833e-02,5.611925162671869138e-01,8.274623455626693991e-01
1.536097447171757460e+09,6.254960371890715323e+05,5.041731291470127180e+06,2.447470102966193650e+01,-2.604174557038891474e-03,-1.218298402296109396e-02,5.824571645172961221e-01,8.127659224387082659e-01
1.536097447625778675e+09,6.254960835610576905e+05,5.041731428983488120e+06,2.447413476905274976e+01,-2.296833918309592725e-03,-1.224464694382637608e-02,6.027214739946924471e-01,7.978543839328314791e-01
1.536097448086364746e+09,6.254961175123720895e+05,5.041731554792902432e+06,2.446914192902107033e+01,-2.025065122941699727e-03,-1.229251544945536914e-02,6.202452056414843318e-01,7.843090449905096850e-01
1.536097448504558563e+09,6.254961568667696556e+05,5.041731697551071644e+06,2.447485010301895159e+01,-3.452531305074952716e-03,-2.019890313805104698e-02,6.413673106693462689e-01,7.669602709035048260e-01
1.536097448957209110e+09,6.254964509595351992e+05,5.041731789050134830e+06,2.449340863909849375e+01,-3.156769566399748091e-03,-2.024723354677234258e-02,6.525148934964947189e-01,7.574987776259876071e-01
1.536097449425472975e+09,6.254964647542505991e+05,5.041731909085178748e+06,2.448305831068213223e+01,-9.924160650261767622e-03,-9.470334260215877015e-03,6.690286973582066921e-01,7.431099689249021090e-01
1.536097449842057943e+09,6.254964979017747100e+05,5.041732065744213760e+06,2.448410472334373722e+01,-9.653228627189189281e-03,-9.746351762769375759e-03,6.897125153524461538e-01,7.239533617371972651e-01
1.536097450323632479e+09,6.254964861478230450e+05,5.041732205951485783e+06,2.449004905663830201e+01,-1.111412449994826114e-03,-8.409973814711107012e-03,7.082667712933516935e-01,7.058939139732631762e-01
1.536097450762123108e+09,6.254965346133118728e+05,5.041732445918112062e+06,2.450225299640322163e+01,-9.725366368104231603e-04,-8.427162611946649798e-03,7.198143022318698181e-01,6.941148373325901622e-01
1.536097451240235090e+09,6.254964908518500160e+05,5.041732584354386665e+06,2.450060285430582141e+01,-5.409464586477803066e-03,-7.000995724138461308e-03,7.242588521988909678e-01,6.894714198306580721e-01
1.536097451648444653e+09,6.254965343926426722e+05,5.041732740690362640e+06,2.450386791380667262e+01,-5.367747964993411537e-03,-7.033031353980411307e-03,7.283449714134279107e-01,6.851535056967388293e-01
1.536097452146428585e+09,6.254964736254815944e+05,5.041732912256516516e+06,2.450026552992012441e+01,8.170444291179786243e-04,-2.411598024730339344e-03,7.407919142278253100e-01,6.717297495630530912e-01
1.536097452580806494e+09,6.254964622614204418e+05,5.041733061682897620e+06,2.449747087649502220e+01,8.713763430288345990e-04,-2.392502852839615245e-03,7.557943311740510373e-01,6.548041276584448678e-01
1.536097453037621498e+09,6.254964767845878378e+05,5.041733579984609038e+06,2.451138766761568633e+01,9.571780528800220194e-04,-2.359486555825401812e-03,7.789402093375411562e-01,6.270930289124219126e-01
1.536097453488852024e+09,6.254964246512155514e+05,5.041733700066464953e+06,2.451767567213805066e+01,8.423320845199682794e-04,-6.017340765341913471e-03,7.939079862210699501e-01,6.080075587533257941e-01
1.536097453949863911e+09,6.254963735894949641e+05,5.041733829659165815e+06,2.451668812229494065e+01,9.722662701735561123e-04,-5.997717192961013986e-03,8.068711037227106475e-01,5.906962874981254163e-01
1.536097454404630184e+09,6.254963215406716336e+05,5.041733970288903452e+06,2.451229242848476630e+01,3.550751088086105569e-04,-1.057678759138856728e-02,8.199205226650595479e-01,5.723795436583747342e-01
1.536097454843418360e+09,6.254962989334168378e+05,5.041734135480592027e+06,2.451471172999049131e+01,5.641160685702297124e-04,-1.056770018251025796e-02,8.310765988017375649e-01,5.560572743972052034e-01
1.536097455352480173e+09,6.254962322489039507e+05,5.041734281425958499e+06,2.451948923074812470e+01,-2.338780617339800149e-04,-1.968442993216191345e-02,8.381957635495613790e-01,5.450140644853730398e-01
1.536097455761084080e+09,6.254961775065342663e+05,5.041734381909123622e+06,2.452067066305177789e+01,-2.422417457850593598e-04,-1.968432878303325376e-02,8.379641172033195362e-01,5.453701557648347187e-01
1.536097456250070572e+09,6.254960813433059957e+05,5.041734558689563535e+06,2.451329298412272450e+01,-4.088208349182811431e-03,-2.598663529992887439e-02,8.386974307070140799e-01,5.439619481762809627e-01
1.536097456709131479e+09,6.254960923132613534e+05,5.041734787548923865e+06,2.452657917674676114e+01,-4.172056101783555918e-03,-2.597330571185363021e-02,8.369374846043378113e-01,5.466659201033531312e-01
1.536097457149503231e+09,6.254960243522885721e+05,5.041734940387208946e+06,2.453372246184308736e+01,-1.998568002190369980e-02,-3.244730763295326087e-02,8.353808210596309625e-01,5.483490025769821585e-01
1.536097457599466801e+09,6.254959748581526801e+05,5.041735059366784059e+06,2.453301687437508960e+01,-2.025124385946786010e-02,-3.228222886836958072e-02,8.308533867084491042e-01,5.551850093586235824e-01
1.536097458091654778e+09,6.254959010461168364e+05,5.041735215656411834e+06,2.453608505276380569e+01,-2.029265539662449686e-02,-3.225621359551172213e-02,8.301402262501125229e-01,5.562507973772679026e-01
1.536097458535489559e+09,6.254958222536829999e+05,5.041735377235851251e+06,2.455982945938223594e+01,-1.626381380955961098e-03,-3.537060822063648607e-02,8.303701948749724338e-01,5.560859775439460639e-01
1.536097458990583420e+09,6.254958540087474976e+05,5.041735641221767291e+06,2.455344917418588224e+01,-1.732069481049657066e-03,-3.536559030479900778e-02,8.287047770493461973e-01,5.585648283353499277e-01
1.536097459427146196e+09,6.254957919068755582e+05,5.041735791622030549e+06,2.455084994182913505e+01,-6.868761929145836796e-03,-3.165987649372549451e-02,8.293069685978186056e-01,5.578534074154776201e-01
1.536097459904732466e+09,6.254957207746864296e+05,5.041735929211711511e+06,2.457998378063023992e+01,-6.827503518433962817e-03,-3.166879956270852309e-02,8.300331433780739898e-01,5.567723531425352590e-01
1.536097460352255821e+09,6.254956724767669803e+05,5.041736080751867965e+06,2.462649738282174638e+01,-3.168547367682512245e-02,-3.743179177159791648e-02,8.303446821659342669e-01,5.550879214335300293e-01
1.536097460782291651e+09,6.254955977223301306e+05,5.041736347284514457e+06,2.464322485728371248e+01,-3.175909374573017419e-02,-3.736934896150807123e-02,8.292504278323679090e-01,5.567213123839235278e-01
1.536097461223004818e+09,6.254955423631047597e+05,5.041736471671327949e+06,2.460190762178945789e+01,-2.806268341306513911e-02,-4.948482863177145613e-02,8.283906774900999803e-01,5.572545405669080409e-01
1.536097461709136963e+09,6.254954763881958788e+05,5.041736621510840952e+06,2.455784754690087013e+01,-2.877754695149545641e-02,-4.907255094767524334e-02,8.202201059841995878e-01,5.692123639505828336e-01
1.536097462175478935e+09,6.254954301185911754e+05,5.041736764138097875e+06,2.455920234418698911e+01,-1.342478227917385906e-02,-6.695811195195174037e-02,8.096424821946147654e-01,5.829369069550577320e-01
1.536097462615052462e+09,6.254953777510743821e+05,5.041736911788223311e+06,2.455433734739574447e+01,-1.482826319355857840e-02,-6.666135421723654031e-02,7.972193724785618940e-01,5.998146868904384865e-01
1.536097463055513859e+09,6.254954307741645025e+05,5.041737153966059908e+06,2.456230406036211278e+01,-1.687992564807410181e-02,-6.617160754831950820e-02,7.783147172138280556e-01,6.241494912542554507e-01
1.536097463506708622e+09,6.254954038753748173e+05,5.041737324407055043e+06,2.456195990140032848e+01,-2.417005634014661453e-02,-6.480613641223793853e-02,7.675718792118890743e-01,6.372200430800666338e-01
1.536097463941530228e+09,6.254953557068282971e+05,5.041737508541719988e+06,2.455874146122113189e+01,-2.480882847425180601e-02,-6.456430104866470177e-02,7.612420046650603123e-01,6.447686277986494074e-01
1.536097464408865929e+09,6.254953299445910379e+05,5.041737640345617197e+06,2.455184877808068933e+01,-3.719351720800854327e-02,-6.382865124007985891e-02,7.572778976901366477e-01,6.489011721584242443e-01
1.536097464866178989e+09,6.254955068227746524e+05,5.041737924361043610e+06,2.456503073730774389e+01,-3.863277978341170260e-02,-6.296795032106876355e-02,7.423533823212292715e-01,6.659234200077365218e-01
1.536097465305294752e+09,6.254954697231195169e+05,5.041738096539192833e+06,2.458830832766334140e+01,-1.363015890356216245e-02,-7.881502168730916691e-02,7.343900132063430064e-01,6.739983083268682451e-01
1.536097465781567335e+09,6.254954472748279804e+05,5.041738252793333493e+06,2.459421149160995768e+01,-1.415036029253288405e-02,-7.872328866922974344e-02,7.299228774595895031e-01,6.788335614020609698e-01
1.536097466231259346e+09,6.254954303994445363e+05,5.041738390138894320e+06,2.459457754434255605e+01,-1.566810768420821842e-02,-7.946042531692895650e-02,7.254114579105748195e-01,6.835340283717433740e-01
1.536097466679722548e+09,6.254954069442688487e+05,5.041738545874943957e+06,2.460003913670396969e+01,-1.648572625829976615e-02,-7.929482719375581523e-02,7.183325130725801699e-01,6.909695737678180905e-01
1.536097467115333557e+09,6.254953695810146164e+05,5.041738887494030409e+06,2.463747357493433654e+01,-1.900778097821821493e-03,-8.786009311022320578e-02,7.138628594147703454e-01,6.947494577395895154e-01
1.536097467572201014e+09,6.254953549498799257e+05,5.041739048722226173e+06,2.464949926707401318e+01,-2.634844311176905759e-03,-8.784114362968022116e-02,7.080328208878911012e-01,7.006900282056406359e-01
1.536097468008623838e+09,6.254953649536742596e+05,5.041739132926465012e+06,2.464695172847911309e+01,-3.385178928309360343e-03,-8.781542849828598285e-02,7.020209571695961159e-01,7.067132139531353552e-01
1.536097468464637995e+09,6.254953900517227594e+05,5.041739227596405894e+06,2.464599754297477929e+01,-3.144267675455501496e-03,-8.664028323333822224e-02,6.847872905740135518e-01,7.235675100295299034e-01
1.536097468919684410e+09,6.254953365950491279e+05,5.041739645080169663e+06,2.467176948030550321e+01,-4.277152828773972404e-03,-8.659174938553494683e-02,6.752652985269897989e-01,7.324618430384530754e-01
1.536097469388088465e+09,6.254953351133132819e+05,5.041739773989561014e+06,2.468233362210691340e+01,-6.795258467506402715e-03,-9.670340767233126522e-02,6.648013770703654624e-01,7.407033174303085943e-01
1.536097469834947348e+09,6.254953527504549129e+05,5.041739923136388883e+06,2.469461710256695852e+01,-8.552864913123792157e-03,-9.656382912280962738e-02,6.512203626990299421e-01,7.526714519716173335e-01
1.536097470293637753e+09,6.254953693123684498e+05,5.041740101277993061e+06,2.471181631516232713e+01,-1.067630084698106135e-02,-9.685288935816593892e-02,6.333816909011158458e-01,7.676803814442851870e-01
1.536097470744446754e+09,6.254954055132271023e+05,5.041740296512484550e+06,2.473153825262047789e+01,-1.188594672646669376e-02,-9.671189092979196045e-02,6.237376536563491447e-01,7.755365070932973559e-01
1.536097471196052074e+09,6.254954209826579317e+05,5.041740426463933662e+06,2.473297512695275557e+01,-1.561951559685315766e-02,-6.865085905656348464e-02,6.143608724793035991e-01,7.858777313614278004e-01
1.536097471622027159e+09,6.254954501425983617e+05,5.041740575438145548e+06,2.475491867126664047e+01,-1.719542729778225643e-02,-6.827317919015617187e-02,5.961105848145976660e-01,7.998095154193367584e-01
1.536097472101391554e+09,6.254954917906079208e+05,5.041740741959305480e+06,2.477774938727051435e+01,-1.903614267908502328e-02,-6.778299925929806569e-02,5.742549864394358439e-01,8.156434888066962374e-01
1.536097472521476269e+09,6.254955451826261124e+05,5.041740862931100652e+06,2.480585384934642335e+01,-2.635034064634109510e-02,-9.157601270166010332e-02,5.607105739853416315e-01,8.225102708577661792e-01
1.536097472973195314e+09,6.254955898366746260e+05,5.041741201078534126e+06,2.486623453733644951e+01,-2.829100718606213441e-02,-9.099519474626679982e-02,5.430998761057365121e-01,8.342433805667388569e-01
1.536097473430349350e+09,6.254956797626725165e+05,5.041741370673340745e+06,2.491131694132824492e+01,-2.306983570241003673e-02,-1.054771041578166507e-01,5.190231521502114420e-01,8.479135160564451601e-01
1.536097473898155451e+09,6.254957749290912179e+05,5.041741587270287797e+06,2.494032820771695569e+01,-2.496979156639170597e-02,-1.050435449229797230e-01,5.036349599923698461e-01,8.571430395521093537e-01
1.536097474344336033e+09,6.254958483020055573e+05,5.041741736644095741e+06,2.493874178987950074e+01,-3.714501143273823275e-02,-7.390479313067807587e-02,4.903950731137776686e-01,8.675661369277308799e-01
1.536097474788835049e+09,6.254960954405786470e+05,5.041741905757043511e+06,2.499483970444545378e+01,-3.829157866472121530e-02,-7.331729213077939344e-02,4.768231789294551937e-01,8.750988433963230451e-01
1.536097475262280226e+09,6.254961588983788388e+05,5.041742023274688981e+06,2.503003684381747362e+01,-1.892656476808878691e-02,-9.208778143099090319e-02,4.713129761497514836e-01,8.769411064433354497e-01
1.536097475706284523e+09,6.254962800541715696e+05,5.041742179522265680e+06,2.505745446504198171e+01,-1.929723461051398997e-02,-9.201082044623554168e-02,4.677778482487541245e-01,8.788319010737850601e-01
1.536097476163535118e+09,6.254961648041928420e+05,5.041742027667731047e+06,2.502787547150252578e+01,-2.862378853494354156e-02,-8.720245431154020899e-02,4.589342363837179972e-01,8.837170233546733922e-01
1.536097476605674744e+09,6.254964113221395528e+05,5.041742441329673864e+06,2.509321174402252552e+01,-2.806881221303894960e-02,-8.738267041581289363e-02,4.645432759397041256e-01,8.807814459167260246e-01
1.536097477087872267e+09,6.254965924379244680e+05,5.041742637373437174e+06,2.512780627825158319e+01,-2.889289015165101907e-02,-8.711366257214794850e-02,4.562035678651474857e-01,8.851297731740020991e-01
1.536097477531716347e+09,6.254966653356760507e+05,5.041742754530632868e+06,2.513039357872673563e+01,-3.950456827128209086e-02,-7.199659221012567889e-02,4.577853613498555352e-01,8.852617933298660979e-01
1.536097477940588951e+09,6.254967187978920992e+05,5.041742817756078206e+06,2.514069501594892131e+01,-3.960108395570849371e-02,-7.194354977136199758e-02,4.565977671949226768e-01,8.858749114792898727e-01
1.536097478379060507e+09,6.254968150202672696e+05,5.041743003808551468e+06,2.516374873431478676e+01,-2.757106154667389106e-02,-6.446703237328334224e-02,4.557856265932880846e-01,8.873236731278700828e-01
1.536097478829609632e+09,6.254969030305329943e+05,5.041743124361620285e+06,2.517341567696685090e+01,-2.753535167129273972e-02,-6.448229296610565042e-02,4.562770088934107182e-01,8.870710960556961178e-01
1.536097479275475264e+09,6.254969981678376207e+05,5.041743280080514960e+06,2.520163131622414454e+01,-1.486699700125205040e-02,-5.838917441648108081e-02,4.529696800631837772e-01,8.894875747612123185e-01
1.536097479764583111e+09,6.254970992392875487e+05,5.041743418386717327e+06,2.521739786306927655e+01,-1.507110536273453816e-02,-5.833682432236814847e-02,4.498561840906568077e-01,8.910662659682048181e-01
1.536097480186743736e+09,6.254971842905272497e+05,5.041743549332418479e+06,2.520667540808350537e+01,-2.457192637464604423e-02,-1.892825557200378608e-02,4.509189891317896826e-01,8.920257882009939854e-01
1.536097480640600681e+09,6.254972684043161571e+05,5.041743664077195339e+06,2.522340439172922544e+01,-2.461277083863825516e-02,-1.887511420905305451e-02,4.489903689062890724e-01,8.929980908180231713e-01
1.536097481102517843e+09,6.254974049104454461e+05,5.041743948568225838e+06,2.525987316292305351e+01,-1.189818024642186854e-02,-2.673682167261562034e-02,4.461426694129531079e-01,8.944832554065810237e-01
1.536097481598555088e+09,6.254974844438101863e+05,5.041744056979006156e+06,2.526816798391604735e+01,-1.217728319554235196e-02,-2.661086432841207328e-02,4.367590375748041098e-01,8.991023961542985443e-01
1.536097482068259716e+09,6.254973999508592533e+05,5.041743911693915725e+06,2.525793317544343708e+01,-1.265532506525307056e-02,-2.638687313461693731e-02,4.204694079491193559e-01,9.068346335758175059e-01
1.536097482545591116e+09,6.254977237131141592e+05,5.041744341977267526e+06,2.527390638777250587e+01,-1.425401288911694146e-02,2.607503701535176903e-03,4.188655415705769269e-01,9.079326418439810364e-01
1.536097482970951796e+09,6.254978240071568871e+05,5.041744520786109380e+06,2.528536268055960079e+01,-1.422068894699623706e-02,2.783516637171509333e-03,4.076094101401006031e-01,9.130413970933861645e-01
1.536097483432286024e+09,6.254979582907501608e+05,5.041744672927679494e+06,2.532088126819295582e+01,-3.161681828839980977e-03,-2.806028672836412968e-02,3.981146376612962889e-01,9.169009539511615570e-01
1.536097483878679752e+09,6.254980545865416061e+05,5.041744775641224347e+06,2.533259603062263920e+01,-3.405922744560742951e-03,-2.803168945181343588e-02,3.901147815840583233e-01,9.203331360254055626e-01
1.536097484318649769e+09,6.254981818837296451e+05,5.041744882088846527e+06,2.532355893245500766e+01,-3.222834998238088139e-02,-2.681131156185371719e-03,3.642041000296897812e-01,9.307574971573960854e-01
1.536097484763614655e+09,6.254982773735066876e+05,5.041744858143111691e+06,2.532653558369301905e+01,-3.231066726571449332e-02,-1.369593993774548442e-03,3.260900366152078567e-01,9.447853899237799169e-01
1.536097485241439104e+09,6.254986631263636518e+05,5.041745112350446172e+06,2.533019588347915629e+01,-4.330861269406797998e-02,6.035145150766562869e-03,2.859868237210312358e-01,9.572353303903278210e-01
1.536097485681351185e+09,6.254986348115603905e+05,5.041744968085607514e+06,2.532556331168695252e+01,-4.284457413188810099e-02,8.740788175716997579e-03,2.253584964695660442e-01,9.732941431851426239e-01
1.536097486146254778e+09,6.254988760584127158e+05,5.041745221925603226e+06,2.533813622671998189e+01,-5.006130375896029883e-02,-5.374059075640542915e-03,1.784637806511499836e-01,9.826574501578375642e-01
1.536097486575605392e+09,6.254989800656803418e+05,5.041745246296782047e+06,2.534373883607135980e+01,-5.028252797506767985e-02,-2.584961398532542674e-03,1.236036797564458445e-01,9.910535382640387470e-01
1.536097487026173592e+09,6.254992108590407297e+05,5.041745325679883361e+06,2.537907942671677830e+01,-5.034889462054586290e-02,5.878336954467761700e-05,7.139604079657610458e-02,9.961764857260878570e-01
1.536097487480711937e+09,6.254995630230803508e+05,5.041745380836607888e+06,2.535111638110258170e+01,-4.786027963933930235e-02,1.215566792368452838e-02,2.698200381535730344e-02,9.984155471747631072e-01
1.536097487940159798e+09,6.254998014950671932e+05,5.041745173652465455e+06,2.537401387200328173e+01,-4.698890517604704942e-02,1.517924307016354536e-02,-3.666256859053906164e-02,9.981069529036041832e-01
1.536097488354687452e+09,6.254999097522246884e+05,5.041745197241666727e+06,2.537531555295328545e+01,-4.654788408823150314e-02,1.671152287256580035e-02,-8.990111499695695174e-02,9.947219757361811521e-01
1.536097488823696136e+09,6.254999198549062712e+05,5.041745169165700674e+06,2.537526882645054371e+01,-4.559322412535083552e-02,1.916346585738737743e-02,-1.426769929404510251e-01,9.885329004012251009e-01
1.536097489301565647e+09,6.254999705761207733e+05,5.041745342709015124e+06,2.536873270069041553e+01,-4.498815139921006484e-02,2.679367708102585802e-02,-1.985724941011018929e-01,9.786864307267303387e-01
