# time [s],                    x_linear_position [m],                    y_linear_position [m],                    z_linear_position [m],                    x_orientation,                    y_orientation,                    z_orientation,                    w_orientation
1.536097419650370121e+09,6.254878468153979629e+05,5.041726682383265346e+06,2.450312419387344676e+01,1.653428909243499258e-03,8.573165735346166549e-03,2.680979169598773915e-01,9.633521027764931910e-01
1.536097420116778851e+09,6.254879423960448476e+05,5.041726761080591008e+06,2.450528451589192613e+01,2.757542895492006048e-04,8.829329607889738890e-03,2.937746189165941768e-01,9.558338977974450978e-01
1.536097420576832771e+09,6.254880901580771897e+05,5.041727280328978784e+06,2.449312768668265505e+01,-1.003983958227113067e-03,8.776395499553665130e-03,4.289129400503707834e-01,9.033026385191145202e-01
1.536097421005880594e+09,6.254881797072626650e+05,5.041727374617375433e+06,2.448599867516597328e+01,-1.160448677190723541e-03,8.757080599181985697e-03,4.449650810279471846e-01,8.955043515048038971e-01
1.536097421445486307e+09,6.254882784614064731e+05,5.041727502926810645e+06,2.449154239207035033e+01,8.784174103935124892e-03,-8.921815355357066296e-03,4.521456610532043618e-01,8.918562331939140497e-01
1.536097421908286333e+09,6.254883928292308701e+05,5.041727642530449666e+06,2.448770910792689293e+01,8.796086461598710479e-03,-8.910071093061458156e-03,4.533368426590381750e-01,8.912513374935326915e-01
1.536097422388777971e+09,6.254884716782501200e+05,5.041727770909233019e+06,2.447814293387133233e+01,8.765204912985453262e-03,9.686270771366505689e-03,4.537647163160413721e-01,8.910257737955730173e-01
1.536097422809925079e+09,6.254884417122957530e+05,5.041728636281371117e+06,2.447083515610684046e+01,7.380037287907272557e-03,1.077904022870087436e-02,5.696919905646380400e-01,8.217544543401501533e-01
1.536097423263970613e+09,6.254885019850621466e+05,5.041728781475737691e+06,2.446974831639414916e+01,1.589660596117228181e-02,5.128884040764103251e-03,5.685755693116675280e-01,8.224614364511718678e-01
1.536097423707776546e+09,6.254885612874686485e+05,5.041728934675565921e+06,2.446883372280661106e+01,1.588758353739018123e-02,5.156764676697118792e-03,5.700175960074154169e-01,8.214626788292566095e-01
1.536097424197745323e+09,6.254886321407186333e+05,5.041729063465109095e+06,2.445405075223598246e+01,-1.453281413476332183e-02,2.670977195407119031e-02,5.664206225027101915e-01,8.235551370728787512e-01
1.536097424646397591e+09,6.254888615076015703e+05,5.041729279894595034e+06,2.446146284383467417e+01,-1.353106319403467143e-02,2.723095542490394649e-02,5.354515679951656892e-01,8.440183669370024955e-01
1.536097425111813784e+09,6.254889363869256340e+05,5.041729406327980570e+06,2.446417984208824237e+01,-1.494195874391352277e-02,1.275049626983093543e-02,5.039666784761741569e-01,8.634997103065297219e-01
