# time [s],                        UTM easting [m, +ve = towards East]                        UTM northing [m, +ve = towards North]                        altitude [m]
1.536097572013423204e+09,6.255022607548133237e+05,5.041741395872347057e+06,2.710000038146972656e+01
1.536097572055872202e+09,6.255022630987772718e+05,5.041741408885738812e+06,2.713999938964843750e+01
1.536097572099100590e+09,6.255022523016494233e+05,5.041741453867061995e+06,2.714999961853027344e+01
1.536097572146009922e+09,6.255022511273366399e+05,5.041741466995269060e+06,2.715999984741210938e+01
1.536097572196073294e+09,6.255022583880828461e+05,5.041741481588953175e+06,2.714999961853027344e+01
1.536097572244667768e+09,6.255022623483641073e+05,5.041741368304172531e+06,2.739999961853027344e+01
1.536097572292086363e+09,6.255022734266520711e+05,5.041741354818488471e+06,2.739999961853027344e+01
1.536097572341486931e+09,6.255022746477292385e+05,5.041741371884582564e+06,2.739999961853027344e+01
1.536097572390656710e+09,6.255022764191316674e+05,5.041741387479809113e+06,2.739999961853027344e+01
1.536097572482107878e+09,6.255022822012125980e+05,5.041741423901668750e+06,2.738999938964843750e+01
1.536097572531533480e+09,6.255022809949233197e+05,5.041741458146068268e+06,2.739999961853027344e+01
1.536097572579583406e+09,6.255022866903891554e+05,5.041741479376893491e+06,2.737999916076660156e+01
1.536097572629295349e+09,6.255022860668619396e+05,5.041741497517480515e+06,2.737999916076660156e+01
1.536097572677933216e+09,6.255022729183590272e+05,5.041741529855737463e+06,2.729000091552734375e+01
1.536097572724470615e+09,6.255022797617372125e+05,5.041741532771237195e+06,2.729000091552734375e+01
1.536097572773768902e+09,6.255022798302783631e+05,5.041741555371323600e+06,2.729999923706054688e+01
1.536097572822975874e+09,6.255022828510303516e+05,5.041741567101610824e+06,2.729000091552734375e+01
1.536097572872036934e+09,6.255022954218526138e+05,5.041741570131748915e+06,2.737999916076660156e+01
1.536097572920438051e+09,6.255022921319390880e+05,5.041741591367969289e+06,2.737999916076660156e+01
1.536097572968275309e+09,6.255022842712785350e+05,5.041741613253643736e+06,2.737000083923339844e+01
1.536097573014458418e+09,6.255022830932596698e+05,5.041741626567013562e+06,2.737000083923339844e+01
1.536097573057407856e+09,6.255022893121546367e+05,5.041741686707743444e+06,2.737000083923339844e+01
1.536097573101071119e+09,6.255022893510495778e+05,5.041741710789120756e+06,2.736000061035156250e+01
1.536097573149453878e+09,6.255022931083430303e+05,5.041741724756975658e+06,2.736000061035156250e+01
1.536097573197109699e+09,6.255022872409867123e+05,5.041741744644958526e+06,2.736000061035156250e+01
1.536097573246109009e+09,6.255022889215743635e+05,5.041741790802203119e+06,2.729999923706054688e+01
1.536097573293851852e+09,6.255022888821826782e+05,5.041741812288717367e+06,2.729000091552734375e+01
1.536097573343089819e+09,6.255022896863499191e+05,5.041741824159875512e+06,2.729000091552734375e+01
1.536097573392132282e+09,6.255022864038494881e+05,5.041741845025772229e+06,2.729000091552734375e+01
1.536097573438737631e+09,6.255022727500271285e+05,5.041741778993936256e+06,2.736000061035156250e+01
1.536097573531670570e+09,6.255022761307198089e+05,5.041741779246835038e+06,2.735000038146972656e+01
1.536097573580176353e+09,6.255022823056390043e+05,5.041741796041609719e+06,2.735000038146972656e+01
1.536097573636243582e+09,6.255022800343825947e+05,5.041741811926391907e+06,2.734000015258789062e+01
1.536097573676860332e+09,6.255022876850273460e+05,5.041742028249194846e+06,2.704999923706054688e+01
1.536097573724897861e+09,6.255022822267097654e+05,5.041742047219187021e+06,2.704999923706054688e+01
1.536097573780250072e+09,6.255022809074030956e+05,5.041742061085434631e+06,2.704999923706054688e+01
1.536097573822462559e+09,6.255022797738576774e+05,5.041742072176866233e+06,2.704999923706054688e+01
1.536097573870778561e+09,6.255022929459353909e+05,5.041742110228524543e+06,2.714999961853027344e+01
1.536097573917995691e+09,6.255022985751880333e+05,5.041742089224361815e+06,2.711000061035156250e+01
1.536097573968459845e+09,6.255022875223831506e+05,5.041742094930669293e+06,2.712000083923339844e+01
1.536097574014767170e+09,6.255022840944298077e+05,5.041742110051360913e+06,2.712999916076660156e+01
1.536097574057343006e+09,6.255022959804785205e+05,5.041742264405085705e+06,2.697999954223632812e+01
1.536097574099745035e+09,6.255022978060944006e+05,5.041742257773151621e+06,2.695999908447265625e+01
1.536097574146775723e+09,6.255022915561022237e+05,5.041742283766244538e+06,2.697999954223632812e+01
1.536097574195800304e+09,6.255022903336122399e+05,5.041742299301546998e+06,2.698999977111816406e+01
1.536097574245567322e+09,6.255022871886540670e+05,5.041742371850864962e+06,2.685000038146972656e+01
1.536097574293374538e+09,6.255022780865151435e+05,5.041742403714401647e+06,2.686000061035156250e+01
1.536097574341259718e+09,6.255022873966114130e+05,5.041742420016221702e+06,2.686000061035156250e+01
1.536097574389807940e+09,6.255022834998663748e+05,5.041742432534232736e+06,2.685000038146972656e+01
1.536097574481262445e+09,6.255022831728204619e+05,5.041742435861923732e+06,2.693000030517578125e+01
1.536097574530344486e+09,6.255022835258083651e+05,5.041742431238104589e+06,2.690999984741210938e+01
1.536097574577958822e+09,6.255022760551979300e+05,5.041742446648349985e+06,2.689999961853027344e+01
1.536097574626287460e+09,6.255022690570863197e+05,5.041742464476113208e+06,2.689999961853027344e+01
1.536097574675729513e+09,6.255022659010093194e+05,5.041742537580914795e+06,2.681999969482421875e+01
1.536097574724421501e+09,6.255022536266327370e+05,5.041742571789019741e+06,2.682999992370605469e+01
1.536097574771695852e+09,6.255022456242272165e+05,5.041742587744329125e+06,2.681999969482421875e+01
1.536097574820566177e+09,6.255022397198125254e+05,5.041742609483922832e+06,2.680999946594238281e+01
1.536097574869177580e+09,6.255022243686737493e+05,5.041742576204773039e+06,2.687000083923339844e+01
1.536097574920698643e+09,6.255022236427901080e+05,5.041742566928477027e+06,2.685000038146972656e+01
1.536097574967425823e+09,6.255022209106123773e+05,5.041742586323505268e+06,2.686000061035156250e+01
1.536097575012290239e+09,6.255022110043077264e+05,5.041742606315885670e+06,2.686000061035156250e+01
1.536097575055178404e+09,6.255022225050431443e+05,5.041742623772962950e+06,2.689999961853027344e+01
1.536097575098450899e+09,6.255022155736391433e+05,5.041742638267823495e+06,2.689999961853027344e+01
1.536097575146197796e+09,6.255022141945802141e+05,5.041742648613402620e+06,2.690999984741210938e+01
1.536097575194391966e+09,6.255022054968558950e+05,5.041742666777618229e+06,2.690999984741210938e+01
1.536097575243399858e+09,6.255021931974934414e+05,5.041742663197209127e+06,2.695000076293945312e+01
1.536097575290886879e+09,6.255021908164698398e+05,5.041742652035430074e+06,2.693000030517578125e+01
1.536097575339179039e+09,6.255021822855172213e+05,5.041742661867393181e+06,2.693000030517578125e+01
1.536097575432023764e+09,6.255021753948805854e+05,5.041742674325481057e+06,2.693000030517578125e+01
1.536097575480163336e+09,6.255021618823102908e+05,5.041742659791902639e+06,2.701000022888183594e+01
1.536097575528884888e+09,6.255021643921269570e+05,5.041742651506545022e+06,2.700000000000000000e+01
1.536097575577071667e+09,6.255021555415405892e+05,5.041742664295874536e+06,2.700000000000000000e+01
1.536097575625949860e+09,6.255021459252210334e+05,5.041742682812176645e+06,2.700000000000000000e+01
1.536097575674545288e+09,6.255021284709370229e+05,5.041742728586434387e+06,2.694000053405761719e+01
1.536097575722912550e+09,6.255021163114478113e+05,5.041742757054544054e+06,2.695000076293945312e+01
1.536097575770635128e+09,6.255021030091682915e+05,5.041742771051420830e+06,2.695000076293945312e+01
1.536097575818605900e+09,6.255020875463541597e+05,5.041742788894997910e+06,2.695999908447265625e+01
1.536097575868279219e+09,6.255020755415640306e+05,5.041742848670977168e+06,2.687999916076660156e+01
1.536097575916770935e+09,6.255020655389019521e+05,5.041742873477549292e+06,2.687999916076660156e+01
1.536097575964801788e+09,6.255020462154861307e+05,5.041742889021030627e+06,2.687000083923339844e+01
1.536097576010619164e+09,6.255020332448765403e+05,5.041742912471550517e+06,2.687000083923339844e+01
1.536097576054644585e+09,6.255020154348168289e+05,5.041742976021283306e+06,2.678000068664550781e+01
1.536097576097863913e+09,6.255020021973737748e+05,5.041743012803409249e+06,2.678000068664550781e+01
1.536097576145090580e+09,6.255019759045776445e+05,5.041743031726871617e+06,2.677000045776367188e+01
1.536097576192320347e+09,6.255019683853319148e+05,5.041743043060964905e+06,2.676000022888183594e+01
1.536097576241466999e+09,6.255019582928094314e+05,5.041743059344911017e+06,2.677000045776367188e+01
1.536097576289930344e+09,6.255019538929983974e+05,5.041743057960201055e+06,2.676000022888183594e+01
1.536097576381977320e+09,6.255019424019685248e+05,5.041743072549035773e+06,2.675000000000000000e+01
1.536097576430227041e+09,6.255019242546994938e+05,5.041743100897302851e+06,2.676000022888183594e+01
1.536097576478182554e+09,6.255019043438995723e+05,5.041743119763263501e+06,2.673999977111816406e+01
1.536097576526883841e+09,6.255019053648886038e+05,5.041743094776924700e+06,2.671999931335449219e+01
1.536097576576767921e+09,6.255018878675457090e+05,5.041743110171720386e+06,2.671999931335449219e+01
1.536097576624148130e+09,6.255018783661156194e+05,5.041743122948025353e+06,2.671999931335449219e+01
1.536097576672206640e+09,6.255018693042872474e+05,5.041743146291541867e+06,2.670999908447265625e+01
1.536097576721212387e+09,6.255018597166989930e+05,5.041743150360060856e+06,2.670999908447265625e+01
1.536097576771417856e+09,6.255018427140923450e+05,5.041743167061407119e+06,2.670000076293945312e+01
1.536097576817667246e+09,6.255018317766365362e+05,5.041743173510967754e+06,2.670000076293945312e+01
1.536097576866039753e+09,6.255018314625432249e+05,5.041743202216162346e+06,2.670000076293945312e+01
1.536097576914544106e+09,6.255018282347146887e+05,5.041743207338147797e+06,2.670000076293945312e+01
1.536097576967759609e+09,6.255018151408901904e+05,5.041743223932493478e+06,2.669000053405761719e+01
1.536097577009512424e+09,6.255018080793200061e+05,5.041743238424749114e+06,2.669000053405761719e+01
1.536097577052677631e+09,6.255018093388335546e+05,5.041743273088972084e+06,2.664999961853027344e+01
1.536097577095297575e+09,6.255018069684699876e+05,5.041743254888462834e+06,2.663999938964843750e+01
1.536097577142865658e+09,6.255017906463586260e+05,5.041743270121547394e+06,2.662999916076660156e+01
1.536097577191766262e+09,6.255017804120894289e+05,5.041743280475124717e+06,2.662999916076660156e+01
1.536097577240761995e+09,6.255017655584050808e+05,5.041743339453143999e+06,2.652000045776367188e+01
1.536097577331253052e+09,6.255017492441646755e+05,5.041743360799152404e+06,2.652000045776367188e+01
1.536097577380095243e+09,6.255017417471557856e+05,5.041743371022280306e+06,2.654000091552734375e+01
1.536097577429234505e+09,6.255017227878477424e+05,5.041743381386461668e+06,2.653000068664550781e+01
1.536097577477308750e+09,6.255017076858964283e+05,5.041743400719144382e+06,2.654000091552734375e+01
1.536097577526025534e+09,6.255016999855487375e+05,5.041743375558245927e+06,2.652000045776367188e+01
1.536097577574582100e+09,6.255016924181248760e+05,5.041743389299438335e+06,2.653000068664550781e+01
1.536097577625842094e+09,6.255016792344397400e+05,5.041743397371157072e+06,2.653000068664550781e+01
1.536097577671593666e+09,6.255016721918899566e+05,5.041743365369717591e+06,2.662000083923339844e+01
1.536097577719550133e+09,6.255016592240701430e+05,5.041743375668582506e+06,2.662000083923339844e+01
1.536097577767169952e+09,6.255016461001386633e+05,5.041743387260970660e+06,2.662000083923339844e+01
1.536097577816041946e+09,6.255016312691844068e+05,5.041743399560134858e+06,2.662000083923339844e+01
1.536097577869794369e+09,6.255016017754548229e+05,5.041743383224810474e+06,2.659000015258789062e+01
1.536097577913011789e+09,6.255015865238865372e+05,5.041743390514200553e+06,2.659000015258789062e+01
1.536097577961272478e+09,6.255015720385088352e+05,5.041743398559868336e+06,2.659000015258789062e+01
1.536097578007263184e+09,6.255015535623584874e+05,5.041743404302837327e+06,2.660000038146972656e+01
1.536097578050609350e+09,6.255015266478765989e+05,5.041743467299873941e+06,2.655999946594238281e+01
1.536097578094096661e+09,6.255015098606792744e+05,5.041743479745118879e+06,2.655999946594238281e+01
1.536097578141341925e+09,6.255014974881159142e+05,5.041743492834427394e+06,2.656999969482421875e+01
1.536097578189975023e+09,6.255014873511224287e+05,5.041743511340308934e+06,2.656999969482421875e+01
1.536097578281390429e+09,6.255014727425273741e+05,5.041743512529799715e+06,2.656999969482421875e+01
1.536097578331148386e+09,6.255014570003903937e+05,5.041743524810727686e+06,2.657999992370605469e+01
1.536097578378986835e+09,6.255014318383538630e+05,5.041743545794411562e+06,2.656999969482421875e+01
1.536097578426979542e+09,6.255014101978369290e+05,5.041743559994872659e+06,2.656999969482421875e+01
1.536097578476251602e+09,6.255013972304790514e+05,5.041743576776985079e+06,2.656999969482421875e+01
1.536097578531950474e+09,6.255013845294907223e+05,5.041743573744244874e+06,2.656999969482421875e+01
1.536097578573103189e+09,6.255013724621961592e+05,5.041743591100078076e+06,2.656999969482421875e+01
1.536097578621106386e+09,6.255013523869576165e+05,5.041743598663394339e+06,2.656999969482421875e+01
1.536097578669530153e+09,6.255013292395417811e+05,5.041743603571925312e+06,2.659000015258789062e+01
1.536097578718104362e+09,6.255013114522162359e+05,5.041743620442802086e+06,2.660000038146972656e+01
1.536097578766062975e+09,6.255012843858230626e+05,5.041743638980313204e+06,2.659000015258789062e+01
1.536097578815625906e+09,6.255012634698132752e+05,5.041743643007329665e+06,2.659000015258789062e+01
1.536097578863947868e+09,6.255012468535526423e+05,5.041743653418407775e+06,2.659000015258789062e+01
1.536097578911387920e+09,6.255012205876216758e+05,5.041743684012236074e+06,2.660000038146972656e+01
1.536097578960881948e+09,6.255011966781818774e+05,5.041743694462578744e+06,2.659000015258789062e+01
1.536097579006483555e+09,6.255011818171209889e+05,5.041743701759786345e+06,2.659000015258789062e+01
1.536097579049867392e+09,6.255011495666856645e+05,5.041743673514225520e+06,2.657999992370605469e+01
1.536097579092615128e+09,6.255011330810532672e+05,5.041743690411158837e+06,2.660000038146972656e+01
1.536097579141018629e+09,6.255011093953517266e+05,5.041743709201565944e+06,2.660000038146972656e+01
1.536097579231761217e+09,6.255010926225194708e+05,5.041743714422921650e+06,2.660000038146972656e+01
1.536097579281304836e+09,6.255010816465971293e+05,5.041743755325489677e+06,2.654000091552734375e+01
1.536097579329295874e+09,6.255010704261084320e+05,5.041743756397562101e+06,2.654000091552734375e+01
1.536097579376942396e+09,6.255010588906100020e+05,5.041743773208334111e+06,2.654000091552734375e+01
1.536097579426657438e+09,6.255010478679165244e+05,5.041743783916602843e+06,2.654000091552734375e+01
1.536097579474540710e+09,6.255010229004609864e+05,5.041743769153758883e+06,2.652000045776367188e+01
1.536097579523056030e+09,6.255010036344778491e+05,5.041743807852813043e+06,2.654000091552734375e+01
1.536097579571491241e+09,6.255010043756472878e+05,5.041743822871712036e+06,2.654000091552734375e+01
1.536097579620799541e+09,6.255009913374149473e+05,5.041743836688642390e+06,2.654000091552734375e+01
1.536097579669332266e+09,6.255009830705113709e+05,5.041743846340653487e+06,2.654000091552734375e+01
1.536097579717859983e+09,6.255009705121892039e+05,5.041743862204778939e+06,2.654000091552734375e+01
