# time [s],                    latitude [deg, +ve = towards North]                    longitude [deg, +ve = towards East]                    altitude [m]
1.536097562615277767e+09,4.551786970500000251e+01,-7.339309535166667331e+01,2.678000068664550781e+01
1.536097562663100243e+09,4.551787007333334145e+01,-7.339309530833334350e+01,2.678000068664550781e+01
1.536097562711425304e+09,4.551787044333333654e+01,-7.339309529333333160e+01,2.679999923706054688e+01
1.536097562760401249e+09,4.551787064166666852e+01,-7.339309526000000972e+01,2.679999923706054688e+01
1.536097562809647322e+09,4.551787083833333014e+01,-7.339309521333332498e+01,2.679999923706054688e+01
1.536097562857861280e+09,4.551787108499999590e+01,-7.339309521333332498e+01,2.679000091552734375e+01
1.536097562907878637e+09,4.551787146833333253e+01,-7.339309525166666504e+01,2.679999923706054688e+01
1.536097562958154678e+09,4.551787166666666451e+01,-7.339309521666667990e+01,2.679000091552734375e+01
1.536097563001882553e+09,4.551787182999999715e+01,-7.339309520666667197e+01,2.679000091552734375e+01
1.536097563045231819e+09,4.551787199333332978e+01,-7.339309525666665479e+01,2.677000045776367188e+01
1.536097563132044792e+09,4.551787176666666568e+01,-7.339309508499999879e+01,2.675000000000000000e+01
1.536097563180793285e+09,4.551787193333333192e+01,-7.339309498500000473e+01,2.677000045776367188e+01
1.536097563229352713e+09,4.551787209666666456e+01,-7.339309488333333320e+01,2.676000022888183594e+01
1.536097563276645660e+09,4.551787245833334339e+01,-7.339309473833333186e+01,2.680999946594238281e+01
1.536097563326779604e+09,4.551787261999999856e+01,-7.339309470166666927e+01,2.679999923706054688e+01
1.536097563375936985e+09,4.551787277833333434e+01,-7.339309475666667026e+01,2.680999946594238281e+01
1.536097563424148798e+09,4.551787289000000669e+01,-7.339309471166666299e+01,2.680999946594238281e+01
1.536097563472901344e+09,4.551787289833332295e+01,-7.339309473333332789e+01,2.678000068664550781e+01
1.536097563521075487e+09,4.551787313999999895e+01,-7.339309465833333945e+01,2.678000068664550781e+01
1.536097563570085049e+09,4.551787326499999864e+01,-7.339309457833333283e+01,2.678000068664550781e+01
1.536097563620630264e+09,4.551787342166667116e+01,-7.339309457166667983e+01,2.678000068664550781e+01
1.536097563667158604e+09,4.551787401833333746e+01,-7.339309421000000100e+01,2.684000015258789062e+01
1.536097563715560675e+09,4.551787409333333301e+01,-7.339309409166666853e+01,2.682999992370605469e+01
1.536097563765197515e+09,4.551787427500000405e+01,-7.339309412833333113e+01,2.681999969482421875e+01
1.536097563814203262e+09,4.551787441166666071e+01,-7.339309408500000131e+01,2.682999992370605469e+01
1.536097563863230467e+09,4.551787469333333291e+01,-7.339309394833334466e+01,2.686000061035156250e+01
1.536097563911544800e+09,4.551787552833332740e+01,-7.339309418999999934e+01,2.687999916076660156e+01
1.536097563960152388e+09,4.551787570166666086e+01,-7.339309412166667812e+01,2.687999916076660156e+01
1.536097564011831760e+09,4.551787590833332331e+01,-7.339309412166667812e+01,2.687999916076660156e+01
1.536097564049961329e+09,4.551787651999999440e+01,-7.339309385999999336e+01,2.692000007629394531e+01
1.536097564093421459e+09,4.551787600999999484e+01,-7.339309370333333504e+01,2.697999954223632812e+01
1.536097564140779972e+09,4.551787623499999569e+01,-7.339309384666667313e+01,2.697999954223632812e+01
1.536097564233657360e+09,4.551787645333333643e+01,-7.339309384500000988e+01,2.697999954223632812e+01
1.536097564281005144e+09,4.551787635833332502e+01,-7.339309383500000195e+01,2.707999992370605469e+01
1.536097564330268383e+09,4.551787644999999571e+01,-7.339309374500000160e+01,2.707999992370605469e+01
1.536097564379093647e+09,4.551787670499999905e+01,-7.339309366499999499e+01,2.705999946594238281e+01
1.536097564426860094e+09,4.551787688499999973e+01,-7.339309369666666782e+01,2.705999946594238281e+01
1.536097564477037907e+09,4.551787691666666547e+01,-7.339309369833333108e+01,2.706999969482421875e+01
1.536097564525958538e+09,4.551787716166666797e+01,-7.339309374833332811e+01,2.706999969482421875e+01
1.536097564572166920e+09,4.551787718166666963e+01,-7.339309367666666617e+01,2.709000015258789062e+01
1.536097564622492552e+09,4.551787736333334067e+01,-7.339309373166666717e+01,2.709000015258789062e+01
1.536097564672103882e+09,4.551787788000000035e+01,-7.339309366833332149e+01,2.704999923706054688e+01
1.536097564717959404e+09,4.551787841333332807e+01,-7.339309385166666289e+01,2.705999946594238281e+01
1.536097564767307281e+09,4.551787857833333106e+01,-7.339309390833334135e+01,2.705999946594238281e+01
1.536097564815112114e+09,4.551787780999999455e+01,-7.339309398666665629e+01,2.722999954223632812e+01
1.536097564865074158e+09,4.551787584666666220e+01,-7.339309409666665829e+01,2.763999938964843750e+01
1.536097564913262844e+09,4.551787563999999264e+01,-7.339309395833333838e+01,2.761000061035156250e+01
1.536097564961344481e+09,4.551787578833333470e+01,-7.339309389499999270e+01,2.761000061035156250e+01
1.536097565007903814e+09,4.551787600333333472e+01,-7.339309386500001153e+01,2.762000083923339844e+01
1.536097565051127195e+09,4.551788117499999942e+01,-7.339309352833333833e+01,2.663999938964843750e+01
1.536097565094313145e+09,4.551788174166666323e+01,-7.339309362166666517e+01,2.662000083923339844e+01
1.536097565141873121e+09,4.551788180833333541e+01,-7.339309364666665658e+01,2.662999916076660156e+01
1.536097565191734791e+09,4.551788201166667136e+01,-7.339309356500000092e+01,2.662000083923339844e+01
1.536097565239146948e+09,4.551787729499999813e+01,-7.339309410166667647e+01,2.747999954223632812e+01
1.536097565331208467e+09,4.551787739333334315e+01,-7.339309405000000197e+01,2.746999931335449219e+01
1.536097565380321264e+09,4.551787755833333904e+01,-7.339309401666666588e+01,2.747999954223632812e+01
1.536097565429221153e+09,4.551787776999999835e+01,-7.339309409333333178e+01,2.746999931335449219e+01
1.536097565476696014e+09,4.551787764666666192e+01,-7.339309434999999837e+01,2.744000053405761719e+01
1.536097565525886774e+09,4.551787775666666391e+01,-7.339309437166666328e+01,2.743000030517578125e+01
1.536097565573539495e+09,4.551787793666667170e+01,-7.339309439166666493e+01,2.744000053405761719e+01
1.536097565623732328e+09,4.551787811500000203e+01,-7.339309446500000433e+01,2.745000076293945312e+01
1.536097565670793056e+09,4.551787579999999878e+01,-7.339309456333333515e+01,2.798999977111816406e+01
1.536097565719138622e+09,4.551787584499999895e+01,-7.339309456833332490e+01,2.800000000000000000e+01
1.536097565766890526e+09,4.551787613166666091e+01,-7.339309459666667124e+01,2.798999977111816406e+01
1.536097565821265936e+09,4.551787631166666870e+01,-7.339309469666666530e+01,2.798999977111816406e+01
1.536097565864006519e+09,4.551787422000000305e+01,-7.339309486499999480e+01,2.843000030517578125e+01
1.536097565912568092e+09,4.551787427999999380e+01,-7.339309479666667357e+01,2.837999916076660156e+01
1.536097565960284472e+09,4.551787450499999466e+01,-7.339309479333333286e+01,2.838999938964843750e+01
1.536097566007711887e+09,4.551787477333333953e+01,-7.339309491833333254e+01,2.837999916076660156e+01
1.536097566051084280e+09,4.551787956166666049e+01,-7.339309451833332787e+01,2.762000083923339844e+01
1.536097566094191551e+09,4.551787927833333924e+01,-7.339309439166666493e+01,2.761000061035156250e+01
1.536097566141375065e+09,4.551787952999999476e+01,-7.339309441000000334e+01,2.760000038146972656e+01
1.536097566190435171e+09,4.551787978166667159e+01,-7.339309442833334174e+01,2.759000015258789062e+01
1.536097566285017014e+09,4.551788072999999457e+01,-7.339309424666666359e+01,2.754000091552734375e+01
1.536097566330741644e+09,4.551788114666666729e+01,-7.339309434666667187e+01,2.754999923706054688e+01
1.536097566379374266e+09,4.551788143166666600e+01,-7.339309430666666856e+01,2.754000091552734375e+01
1.536097566428225517e+09,4.551788163999999881e+01,-7.339309433666667815e+01,2.754000091552734375e+01
1.536097566476125479e+09,4.551788369833332837e+01,-7.339309421833333147e+01,2.719000053405761719e+01
1.536097566526248932e+09,4.551788381166666397e+01,-7.339309420333333378e+01,2.718000030517578125e+01
1.536097566573047876e+09,4.551788400333332874e+01,-7.339309416833333444e+01,2.718000030517578125e+01
1.536097566622816324e+09,4.551788417999999581e+01,-7.339309421999999472e+01,2.718000030517578125e+01
1.536097566670135736e+09,4.551788083500000681e+01,-7.339309465666666199e+01,2.776000022888183594e+01
1.536097566728692293e+09,4.551788069999999209e+01,-7.339309458333333680e+01,2.773999977111816406e+01
1.536097566767681122e+09,4.551788088333332638e+01,-7.339309471500000370e+01,2.773999977111816406e+01
1.536097566816859961e+09,4.551788101666666364e+01,-7.339309484000000339e+01,2.776000022888183594e+01
1.536097566863384724e+09,4.551787837666667258e+01,-7.339309508833333950e+01,2.826000022888183594e+01
1.536097566912687778e+09,4.551787844333333055e+01,-7.339309514833333026e+01,2.825000000000000000e+01
1.536097566964419603e+09,4.551787860833333355e+01,-7.339309519166666007e+01,2.826000022888183594e+01
1.536097567007341146e+09,4.551787888166666818e+01,-7.339309525333332829e+01,2.823999977111816406e+01
1.536097567050271511e+09,4.551788008333333124e+01,-7.339309516333332795e+01,2.797999954223632812e+01
